Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Georgia,US,5/22/2020 2:36,33.0406,-83.6431,40663,1775,,38888,13,382.9837052,407731,7235,4.365147677,84000013,USA,3840.2068,17.79258786
Grand Princess,US,5/22/2020 2:36,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,5/22/2020 2:36,13.4443,144.7937,165,5,125,35,66,100.4694664,5064,,3.03030303,316,GUM,3083.49926,
Hawaii,US,5/22/2020 2:36,21.0943,-157.4983,647,17,578,52,15,45.69622113,47149,82,2.627511592,84000015,USA,3330.032658,12.67387944
Idaho,US,5/22/2020 2:36,44.2405,-114.4788,2506,77,1688,741,16,140.2299301,38888,221,3.072625698,84000016,USA,2176.082012,8.818834796
Illinois,US,5/22/2020 2:36,40.3495,-88.9861,102688,4607,,98081,17,810.3649823,672020,,4.486405422,84000017,USA,5303.263043,
Indiana,US,5/22/2020 2:36,39.8494,-86.2583,29936,1913,,28023,18,444.6676497,202995,4389,6.390299305,84000018,USA,3015.276241,14.66127739
Iowa,US,5/22/2020 2:36,42.0115,-93.2105,16170,410,8672,7088,19,512.5084388,116565,,2.535559678,84000019,USA,3694.529757,
Kansas,US,5/22/2020 2:36,38.5266,-96.7265,8625,204,473,7948,20,296.0545962,71203,760,2.365217391,84000020,USA,2444.055121,8.811594203
Kentucky,US,5/22/2020 2:36,37.6681,-84.6701,8286,386,2919,4981,21,185.4656775,158672,2016,4.658460053,84000021,USA,3551.558048,24.33019551
Louisiana,US,5/22/2020 2:36,31.1695,-91.8678,36504,2629,26249,7626,22,785.2359128,305381,,7.201950471,84000022,USA,6569.037045,
Maine,US,5/22/2020 2:36,44.6939,-69.3819,1877,73,1145,659,23,139.6357122,37327,235,3.889184869,84000023,USA,2776.86853,12.51997869
Maryland,US,5/22/2020 2:36,39.0639,-76.8021,43531,2159,3099,38273,24,720.0348017,220233,7485,4.959683903,84000024,USA,3642.816027,17.1946429
Massachusetts,US,5/22/2020 2:36,42.2302,-71.5301,90084,6148,,83936,25,1306.985285,501486,9040,6.824741353,84000025,USA,7275.818378,10.03507837
Michigan,US,5/22/2020 2:36,43.3266,-84.5361,53510,5129,28234,20147,26,535.8042075,454740,,9.585124276,84000026,USA,4553.384513,
Minnesota,US,5/22/2020 2:36,45.6945,-93.9002,18200,818,12488,4894,27,322.7160921,173556,2380,4.494505495,84000027,USA,3077.43484,13.07692308
Mississippi,US,5/22/2020 2:36,32.7416,-89.6787,12222,580,7681,3961,28,410.664923,125970,1932,4.745540828,84000028,USA,4232.650986,15.80756014
Missouri,US,5/22/2020 2:36,38.4561,-92.2884,11689,668,,11021,29,190.4543727,162092,,5.714774574,84000029,USA,2641.041166,
Montana,US,5/22/2020 2:36,46.9219,-110.4544,479,16,440,23,30,44.81753928,30524,65,3.340292276,84000030,USA,2855.971961,13.56993737
Nebraska,US,5/22/2020 2:36,41.1254,-98.2681,11427,138,,11289,31,590.7233634,75640,,1.207666054,84000031,USA,3910.240239,
Nevada,US,5/22/2020 2:36,38.3135,-117.0554,7400,383,339,6678,32,240.2475719,94382,,5.175675676,84000032,USA,3064.19545,
New Hampshire,US,5/22/2020 2:36,43.4525,-71.5639,3935,199,1388,2348,33,289.3997327,52830,385,5.057179161,84000033,USA,3885.384468,9.783989835
New Jersey,US,5/22/2020 2:36,40.2989,-74.521,151586,10846,24236,116504,34,1706.628658,544274,,7.155014315,84000034,USA,6127.700488,
New Mexico,US,5/22/2020 2:36,34.8405,-106.2485,6472,294,1985,4193,35,308.6565476,147344,1139,4.542645241,84000035,USA,7026.99171,17.59888752
New York,US,5/22/2020 2:36,42.1657,-74.9481,356458,28743,62826,264889,36,1832.35347,1555055,76608,8.063502573,84000036,USA,7993.677867,21.49145201
North Carolina,US,5/22/2020 2:36,35.6301,-79.8064,20512,728,11637,8147,37,195.5743299,290645,,3.549141966,84000037,USA,2771.192527,
North Dakota,US,5/22/2020 2:36,47.5289,-99.784,2229,51,1340,838,38,292.4958862,61279,144,2.288021534,84000038,USA,8041.209245,6.460296097
Northern Mariana Islands,US,5/22/2020 2:36,15.0979,145.6739,22,2,13,7,69,39.89554621,4089,,9.090909091,580,MNP,7415.131293,
Ohio,US,5/22/2020 2:36,40.3888,-82.7649,30167,1837,,28330,39,258.0780385,299078,5295,6.089435476,84000039,USA,2558.605881,17.55229224
Oklahoma,US,5/22/2020 2:36,35.5653,-96.9289,5680,304,4361,1015,40,143.5441402,149595,917,5.352112676,84000040,USA,3780.543249,16.1443662
Oregon,US,5/22/2020 2:36,44.572,-122.0709,3817,145,1406,2266,41,90.49876747,105224,732,3.798794865,84000041,USA,2494.797566,19.17736442
Pennsylvania,US,5/22/2020 2:36,40.5908,-77.2098,69252,4869,,64383,42,540.9471919,368906,,7.030843875,84000042,USA,2881.630347,
Puerto Rico,US,5/22/2020 2:36,18.2208,-66.5901,2913,126,,2787,72,99.30429044,2913,,4.325437693,630,PRI,99.30429044,
Rhode Island,US,5/22/2020 2:36,41.6809,-71.5118,13571,556,1047,11968,44,1281.055278,123367,1506,4.096971483,84000044,USA,11645.41644,11.09719254
South Carolina,US,5/22/2020 2:36,33.8569,-80.945,9381,416,5451,3514,45,182.2008369,138238,1444,4.434495256,84000045,USA,2684.903454,15.39281526
South Dakota,US,5/22/2020 2:36,44.2998,-99.4388,4177,48,3145,984,46,472.1593292,31301,342,1.149150108,84000046,USA,3538.199464,8.187694518
Tennessee,US,5/22/2020 2:36,35.7478,-86.6923,18961,313,12191,6457,47,277.6470478,360583,1539,1.650756817,84000047,USA,5280.038259,8.116660514
Texas,US,5/22/2020 2:36,31.0545,-97.5635,53053,1460,30341,21252,48,182.967367,770241,,2.751965016,84000048,USA,2656.380746,
Utah,US,5/22/2020 2:36,40.15,-111.8624,7874,92,4596,3186,49,245.6052138,182874,647,1.168402337,84000049,USA,5704.192008,8.216916434
Vermont,US,5/22/2020 2:36,44.0459,-72.7107,950,54,827,69,50,152.2462736,25701,,5.684210526,84000050,USA,4118.822607,
Virgin Islands,US,5/22/2020 2:36,18.3358,-64.8963,69,6,61,2,78,64.32486855,1383,,8.695652174,850,VIR,1289.294104,
Virginia,US,5/22/2020 2:36,37.7693,-78.17,34137,1100,4778,28259,51,399.9405309,218599,6269,3.222310103,84000051,USA,2561.051062,18.36423822
Washington,US,5/22/2020 2:36,47.4009,-121.4905,19117,1044,,18073,53,251.0475196,297942,3125,5.461107914,84000053,USA,3912.622278,16.34670712
West Virginia,US,5/22/2020 2:36,38.4912,-80.9545,1593,70,983,540,54,88.88779771,83141,,4.394224733,84000054,USA,4639.184174,
Wisconsin,US,5/22/2020 2:36,44.2685,-89.6165,13885,487,8012,5386,55,238.4741502,177123,2218,3.507382067,84000055,USA,3042.078279,15.97407274
Wyoming,US,5/22/2020 2:36,42.756,-107.3025,801,12,534,255,56,138.3995756,18840,75,1.498127341,84000056,USA,3255.240955,9.36329588
