Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Indiana,US,5/24/2020 2:32,39.8494,-86.2583,30901,1964,,28937,18,459.0017051,214933,5285,6.355781366,84000018,USA,3192.602617,17.10300638
Iowa,US,5/24/2020 2:32,42.0115,-93.2105,16898,446,9254,7198,19,535.5824118,123941,,2.639365605,84000019,USA,3928.312209,
Kansas,US,5/24/2020 2:32,38.5266,-96.7265,8946,205,485,8256,20,307.072976,76434,787,2.291526939,84000020,USA,2623.610088,8.797227811
Kentucky,US,5/24/2020 2:32,37.6681,-84.6701,8571,391,3069,5111,21,191.8448373,171459,2076,4.561894761,84000021,USA,3837.769685,24.22121106
Louisiana,US,5/24/2020 2:32,31.1695,-91.8678,36925,2668,26249,8008,22,794.292025,314447,,7.225457007,84000022,USA,6764.055366,
Maine,US,5/24/2020 2:32,44.6939,-69.3819,2013,77,1232,704,23,149.7531639,37463,243,3.825136612,84000023,USA,2786.985981,12.07153502
Maryland,US,5/24/2020 2:32,39.0639,-76.8021,45495,2243,3283,39969,24,752.5208082,232327,7825,4.930212111,84000024,USA,3842.859695,17.19969227
Massachusetts,US,5/24/2020 2:32,42.2302,-71.5301,91662,6304,,85358,25,1329.879726,520986,9260,6.877441033,84000025,USA,7558.734468,10.10233248
Michigan,US,5/24/2020 2:32,43.3266,-84.5361,54365,5223,33168,15974,26,544.3654595,450918,,9.607284098,84000026,USA,4515.114215,
Minnesota,US,5/24/2020 2:32,45.6945,-93.9002,19845,861,13485,5499,27,351.884662,189493,2534,4.338624339,84000027,USA,3360.0242,12.76895944
Mississippi,US,5/24/2020 2:32,32.7416,-89.6787,13005,616,7681,4708,28,436.9740897,134220,1996,4.736639754,84000028,USA,4509.854849,15.3479431
Missouri,US,5/24/2020 2:32,38.4561,-92.2884,11966,682,,11284,29,194.967664,148304,,5.699481865,84000029,USA,2416.386799,
Montana,US,5/24/2020 2:32,46.9219,-110.4544,479,16,441,22,30,44.81753928,32652,65,3.340292276,84000030,USA,3055.077855,13.56993737
Nebraska,US,5/24/2020 2:32,41.1254,-98.2681,11963,147,,11816,31,618.4320991,79982,,1.228788765,84000031,USA,4134.701676,
Nevada,US,5/24/2020 2:32,38.3135,-117.0554,7526,387,359,6780,32,244.3382738,107047,,5.142173798,84000032,USA,3475.375923,
New Hampshire,US,5/24/2020 2:32,43.4525,-71.5639,4089,208,2197,1684,33,300.7256689,59539,419,5.086818293,84000033,USA,4378.798142,10.24700416
New Jersey,US,5/24/2020 2:32,40.2989,-74.521,153140,11082,24762,117296,34,1724.124343,578735,,7.236515607,84000034,USA,6515.679129,
New Mexico,US,5/24/2020 2:32,34.8405,-106.2485,6625,302,2149,4174,35,315.9532799,158383,1139,4.558490566,84000035,USA,7553.453334,17.19245283
New York,US,5/24/2020 2:32,42.1657,-74.9481,359926,29031,63292,267603,36,1850.18054,1652061,77034,8.065824642,84000036,USA,8492.332072,21.40273278
North Carolina,US,5/24/2020 2:32,35.6301,-79.8064,22864,778,11637,10449,37,217.9997796,329582,,3.402729181,84000037,USA,3142.442414,
North Dakota,US,5/24/2020 2:32,47.5289,-99.784,2365,52,1451,862,38,310.3422031,64148,150,2.198731501,84000038,USA,8417.6878,6.342494715
Northern Mariana Islands,US,5/24/2020 2:32,15.0979,145.6739,22,2,13,7,69,39.89554621,4318,,9.090909091,580,MNP,7830.40766,
Ohio,US,5/24/2020 2:32,40.3888,-82.7649,31408,1956,,29452,39,268.6947669,316494,5437,6.227712685,84000039,USA,2707.599387,17.31087621
Oklahoma,US,5/24/2020 2:32,35.5653,-96.9289,5960,311,4645,1004,40,150.6202598,160903,926,5.218120805,84000040,USA,4066.317393,15.53691275
Oregon,US,5/24/2020 2:32,44.572,-122.0709,3888,147,1376,2365,41,92.18213464,110207,740,3.780864198,84000041,USA,2612.94149,19.03292181
Pennsylvania,US,5/24/2020 2:32,40.5908,-77.2098,71009,5112,39519,26378,42,554.6716217,388452,,7.19908744,84000042,USA,3034.309747,
Puerto Rico,US,5/24/2020 2:32,18.2208,-66.5901,3100,127,,2973,72,105.6791282,3100,,4.096774194,630,PRI,105.6791282,
Rhode Island,US,5/24/2020 2:32,41.6809,-71.5118,13952,597,1106,12249,44,1317.020355,130132,1557,4.278956422,84000044,USA,12284.00895,11.15969037
South Carolina,US,5/24/2020 2:32,33.8569,-80.945,9895,425,5743,3727,45,192.1839123,158910,1534,4.295098535,84000045,USA,3086.401769,15.50277918
South Dakota,US,5/24/2020 2:32,44.2998,-99.4388,4464,50,3336,1078,46,504.6012079,33528,358,1.120071685,84000046,USA,3789.934879,8.019713262
Tennessee,US,5/24/2020 2:32,35.7478,-86.6923,19785,329,12745,6711,47,289.7129287,373758,1573,1.662875916,84000047,USA,5472.960566,7.950467526
Texas,US,5/24/2020 2:32,31.0545,-97.5635,54776,1478,32277,21021,48,188.9095903,762706,,2.698262013,84000048,USA,2630.394296,
Utah,US,5/24/2020 2:32,40.15,-111.8624,8260,97,4898,3265,49,257.6452967,190779,1053,1.17433414,84000049,USA,5950.764171,12.74818402
Vermont,US,5/24/2020 2:32,44.0459,-72.7107,954,54,837,63,50,152.8873105,27424,,5.660377358,84000050,USA,4394.94927,
Virgin Islands,US,5/24/2020 2:32,18.3358,-64.8963,69,6,61,2,78,64.32486855,1412,,8.695652174,850,VIR,1316.329194,
Virginia,US,5/24/2020 2:32,37.7693,-78.17,35749,1159,5047,29543,51,418.8263186,232470,6431,3.242048729,84000051,USA,2723.560219,17.98931439
Washington,US,5/24/2020 2:32,47.4009,-121.4905,19265,1050,,18215,53,252.9910795,308358,3230,5.450298469,84000053,USA,4049.406866,16.76615624
West Virginia,US,5/24/2020 2:32,38.4912,-80.9545,1705,72,1110,523,54,95.13728506,83744,,4.2228739,84000054,USA,4672.830968,
Wisconsin,US,5/24/2020 2:32,44.2685,-89.6165,14877,507,8688,5682,55,255.5116984,194206,2292,3.40794515,84000055,USA,3335.477912,15.40633192
Wyoming,US,5/24/2020 2:32,42.756,-107.3025,813,12,551,250,56,140.4729775,20034,77,1.47601476,84000056,USA,3461.544443,9.471094711
