Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
South Carolina,US,6/17/2020 4:33,33.8569,-80.945,19990,607,9734,9649,45,388.2522898,267679,2055,3.036518259,84000045,USA,5198.948708,10.28014007
South Dakota,US,6/17/2020 4:33,44.2998,-99.4388,5966,77,5069,820,46,674.3841412,67202,562,1.290647,84000046,USA,7596.373292,9.420046933
Tennessee,US,6/17/2020 4:33,35.7478,-86.6923,31751,493,20710,10548,47,464.9317765,638990,2146,1.552707001,84000047,USA,9356.768476,6.758842241
Texas,US,6/17/2020 4:33,31.0545,-97.5635,93569,2049,60681,30839,48,322.6975583,1348442,,2.189827828,84000048,USA,4650.460526,
Utah,US,6/17/2020 4:33,40.15,-111.8624,14937,145,8470,6322,49,465.9137768,275700,1073,0.970743791,84000049,USA,8599.613594,7.18350405
Vermont,US,6/17/2020 4:33,44.0459,-72.7107,1131,55,914,162,50,181.2531952,52890,,4.862953139,84000050,USA,8476.110957,
Virgin Islands,US,6/17/2020 4:33,18.3358,-64.8963,72,6,64,2,78,67.12160197,2378,,8.333333333,850,VIR,2216.877354,
Virginia,US,6/17/2020 4:33,37.7693,-78.17,55331,1570,7341,46420,51,648.2441197,485438,8245,2.83746905,84000051,USA,5687.269866,14.90123077
Washington,US,6/17/2020 4:33,47.4009,-121.4905,26531,1231,,25300,53,348.4093604,471265,3894,4.639855264,84000053,USA,6188.7278,14.6771701
West Virginia,US,6/17/2020 4:33,38.4912,-80.9545,2341,88,1636,617,54,130.6254453,137071,,3.759077317,84000054,USA,7648.42393,
Wisconsin,US,6/17/2020 4:33,44.2685,-89.6165,23198,703,17122,5373,55,398.424439,437528,3096,3.030433658,84000055,USA,7514.52056,13.3459781
Wyoming,US,6/17/2020 4:33,42.756,-107.3025,1089,18,852,219,56,188.1612208,34413,96,1.652892562,84000056,USA,5945.998248,8.815426997
