Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,6/3/2020 2:33,32.3182,-86.9023,18766,653,9355,8758,1,382.7308168,223802,1879,3.479697325,84000001,USA,4564.420882,10.01278909
Alaska,US,6/3/2020 2:33,61.3707,-152.4044,486,10,371,105,2,66.43473744,56203,,2.057613169,84000002,USA,7682.780964,
American Samoa,US,6/3/2020 2:33,-14.271,-170.132,0,0,,0,60,0,174,,,16,ASM,312.7190381,
Arizona,US,6/3/2020 2:33,33.7298,-111.4312,21264,943,4967,15354,4,292.1393976,237833,3057,4.434725357,84000004,USA,3267.512667,14.37641084
Arkansas,US,6/3/2020 2:33,34.9697,-92.3731,7818,136,5401,2281,5,259.0625501,133236,718,1.739575339,84000005,USA,4414.998456,9.18393451
California,US,6/3/2020 2:33,36.1162,-119.6816,117215,4305,,112910,6,296.6550376,2071591,,3.672738131,84000006,USA,5242.911795,
Colorado,US,6/3/2020 2:33,39.0598,-105.3111,26774,1474,3954,21346,8,464.9284148,190537,4372,5.505341002,84000008,USA,3308.660095,16.32927467
Connecticut,US,6/3/2020 2:33,41.5978,-72.7554,42979,3972,7511,31496,9,1205.485,270610,13793,9.241722702,84000009,USA,7590.132295,32.09241723
Delaware,US,6/3/2020 2:33,39.3185,-75.5071,9685,373,5442,3870,10,994.5941727,64062,,3.851316469,84000010,USA,6578.801434,
Diamond Princess,US,6/3/2020 2:33,,,49,0,,49,88888,,,,0,84088888,USA,,
District of Columbia,US,6/3/2020 2:33,38.8974,-77.0268,8886,470,1137,7279,11,1259.087863,47701,,5.289218996,84000011,USA,6758.918539,
Florida,US,6/3/2020 2:33,27.7663,-81.6868,57447,2530,,54917,12,267.4723133,1049752,10678,4.404059394,84000012,USA,4887.628524,18.58756767
Georgia,US,6/3/2020 2:33,33.0406,-83.6431,48207,2102,,46105,13,454.0367281,474287,8334,4.360362603,84000013,USA,4467.063241,17.28794573
Grand Princess,US,6/3/2020 2:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,6/3/2020 2:33,13.4443,144.7937,175,5,148,22,66,106.558525,6391,,2.857142857,316,GUM,3891.517333,
Hawaii,US,6/3/2020 2:33,21.0943,-157.4983,653,17,608,28,15,46.11998825,48921,83,2.603369066,84000015,USA,3455.185214,12.71056662
Idaho,US,6/3/2020 2:33,44.2405,-114.4788,2933,83,2266,584,16,164.1238567,48133,247,2.82986703,84000016,USA,2693.410704,8.421411524
Illinois,US,6/3/2020 2:33,40.3495,-88.9861,122848,5525,,117323,17,969.4581387,934704,,4.497427716,84000017,USA,7376.240558,
Indiana,US,6/3/2020 2:33,39.8494,-86.2583,35237,2197,22623,10417,18,523.4084037,271919,5902,6.234923518,84000018,USA,4039.069436,16.74943951
Iowa,US,6/3/2020 2:33,42.0115,-93.2105,20019,561,11742,7716,19,634.5025625,163690,,2.802337779,84000019,USA,5188.157474,
Kansas,US,6/3/2020 2:33,38.5266,-96.7265,9965,222,555,9188,20,342.0503248,103312,862,2.227797291,84000020,USA,3546.202023,8.650275966
Kentucky,US,6/3/2020 2:33,37.6681,-84.6701,10185,442,3275,6468,21,227.9710265,227271,2307,4.339715268,84000021,USA,5087.010621,22.65095729
Louisiana,US,6/3/2020 2:33,31.1695,-91.8678,40746,2835,31728,6183,22,876.4853852,393133,,6.957738183,84000022,USA,8456.666396,
Maine,US,6/3/2020 2:33,44.6939,-69.3819,2377,94,1646,637,23,176.8322259,52968,287,3.954564577,84000023,USA,3940.44987,12.07404291
Maryland,US,6/3/2020 2:33,39.0639,-76.8021,54175,2597,3855,47723,24,896.0944013,315815,8957,4.793724042,84000024,USA,5223.812706,16.53345639
Massachusetts,US,6/3/2020 2:33,42.2302,-71.5301,101163,7085,,94078,25,1467.72515,609395,10063,7.003548728,84000025,USA,8841.417987,9.947312753
Michigan,US,6/3/2020 2:33,43.3266,-84.5361,57731,5553,38099,14079,26,578.0697571,577268,,9.618749026,84000026,USA,5780.277018,
Minnesota,US,6/3/2020 2:33,45.6945,-93.9002,25508,1082,20381,4045,27,452.2990153,258747,3134,4.241806492,84000027,USA,4588.012126,12.28634154
Mississippi,US,6/3/2020 2:33,32.7416,-89.6787,16041,767,11203,4071,28,538.9851113,179498,2296,4.781497413,84000028,USA,6031.216851,14.31332211
Missouri,US,6/3/2020 2:33,38.4561,-92.2884,14015,786,,13229,29,228.3529843,205430,,5.608276846,84000029,USA,3347.167576,
Montana,US,6/3/2020 2:33,46.9219,-110.4544,523,17,462,44,30,48.93439049,42212,67,3.250478011,84000030,USA,3949.557345,12.81070746
Nebraska,US,6/3/2020 2:33,41.1254,-98.2681,14616,170,,14446,31,755.5800017,106418,,1.163108922,84000031,USA,5501.321334,
Nevada,US,6/3/2020 2:33,38.3135,-117.0554,8858,417,464,7977,32,287.5828367,152091,,4.707608941,84000032,USA,4937.769386,
New Hampshire,US,6/3/2020 2:33,43.4525,-71.5639,4749,256,2954,1539,33,349.2653954,74344,456,5.390608549,84000033,USA,5467.63246,9.602021478
New Jersey,US,6/3/2020 2:33,40.2989,-74.521,161545,11771,26815,122959,34,1818.751907,817677,17390,7.286514593,84000034,USA,9205.803974,10.76480238
New Mexico,US,6/3/2020 2:33,34.8405,-106.2485,8024,367,2888,4769,35,382.6730744,203115,1317,4.573778664,84000035,USA,9686.76988,16.41326022
New York,US,6/3/2020 2:33,42.1657,-74.9481,373040,29968,66262,276810,36,1917.592363,2167831,89861,8.033454857,84000036,USA,11143.62044,24.08883766
North Carolina,US,6/3/2020 2:33,35.6301,-79.8064,30023,961,18860,10202,37,286.2581955,434921,,3.200879326,84000037,USA,4146.8108,
North Dakota,US,6/3/2020 2:33,47.5289,-99.784,2646,65,2127,454,38,347.2158433,73644,170,2.456538171,84000038,USA,9663.780637,6.424792139
Northern Mariana Islands,US,6/3/2020 2:33,15.0979,145.6739,23,2,16,5,69,41.70898012,6557,,8.695652174,580,MNP,11890.6862,
Ohio,US,6/3/2020 2:33,40.3888,-82.7649,36350,2259,,34091,39,310.973471,409908,6176,6.214580468,84000039,USA,3506.754156,16.99037139
Oklahoma,US,6/3/2020 2:33,35.5653,-96.9289,6692,339,5599,754,40,169.1192581,204657,994,5.065750149,84000040,USA,5172.062166,14.85355649
