Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Kentucky,US,6/7/2020 3:53,37.6681,-84.6701,11287,470,3344,7473,21,252.6371111,249062,2361,4.164082573,84000021,USA,5574.758941,20.91787012
Louisiana,US,6/7/2020 3:53,31.1695,-91.8678,42486,2925,31728,7833,22,913.9144475,428069,,6.884620816,84000022,USA,9208.17313,
Maine,US,6/7/2020 3:53,44.6939,-69.3819,2524,98,1845,581,23,187.7680009,58923,296,3.882725832,84000023,USA,4383.460347,11.7274168
Maryland,US,6/7/2020 3:53,39.0639,-76.8021,57482,2740,4175,50567,24,950.794617,357376,9451,4.766709579,84000024,USA,5911.262257,16.4416687
Massachusetts,US,6/7/2020 3:53,42.2302,-71.5301,103132,7289,,95843,25,1496.292421,644639,10369,7.067641469,84000025,USA,9352.756176,10.05410542
Michigan,US,6/7/2020 3:53,43.3266,-84.5361,64229,5894,42041,16294,26,586.0202064,699849,,9.590773174,84000026,USA,7007.70022,
Minnesota,US,6/7/2020 3:53,45.6945,-93.9002,27501,1181,22253,4067,27,487.6382005,333484,3336,4.294389295,84000027,USA,5913.222707,12.13046798
Mississippi,US,6/7/2020 3:53,32.7416,-89.6787,17039,811,11203,5025,28,572.5183786,193123,2475,4.759668995,84000028,USA,6489.023231,14.52550032
Missouri,US,6/7/2020 3:53,38.4561,-92.2884,14951,815,,14136,29,243.6036724,230065,,5.451140392,84000029,USA,3748.557213,
Montana,US,6/7/2020 3:53,46.9219,-110.4544,540,18,472,50,30,50.52499209,46754,68,3.333333333,84000030,USA,4374.528667,12.59259259
Nebraska,US,6/7/2020 3:53,41.1254,-98.2681,15572,187,7957,7428,31,805.0008064,117547,919,1.200873362,84000031,USA,6076.639468,5.901618289
Nevada,US,6/7/2020 3:53,38.3135,-117.0554,9491,437,522,8532,32,308.1337439,171771,,4.604362027,84000032,USA,5576.698063,
New Hampshire,US,6/7/2020 3:53,43.4525,-71.5639,5019,283,3319,1417,33,369.1225562,84009,487,5.638573421,84000033,USA,6178.445273,9.703128113
New Jersey,US,6/7/2020 3:53,40.2989,-74.521,163893,12106,27641,124146,34,1845.186829,919448,18023,7.386526575,84000034,USA,10351.59122,10.99680889
New Mexico,US,6/7/2020 3:53,34.8405,-106.2485,8800,392,3206,5202,35,419.6813379,224640,1489,4.454545455,84000035,USA,10713.31997,16.92045455
New York,US,6/7/2020 3:53,42.1657,-74.9481,377316,30280,67261,279775,36,1939.572914,2437407,89995,8.025103627,84000036,USA,12529.36159,23.85136066
North Carolina,US,6/7/2020 3:53,35.6301,-79.8064,34718,1028,18860,14830,37,331.0232832,497350,,2.961000058,84000037,USA,4742.048214,
North Dakota,US,6/7/2020 3:53,47.5289,-99.784,2816,72,2268,476,38,369.5237395,78880,182,2.556818182,84000038,USA,10350.86384,6.463068182
Northern Mariana Islands,US,6/7/2020 3:53,15.0979,145.6739,26,17,16,-7,69,47.14928188,6695,,65.38461538,580,MNP,12140.94008,
Ohio,US,6/7/2020 3:53,40.3888,-82.7649,38111,2372,,35739,39,326.0387883,458526,6460,6.223924851,84000039,USA,3922.680104,16.95048674
Oklahoma,US,6/7/2020 3:53,35.5653,-96.9289,7059,347,5867,845,40,178.3940292,221601,1026,4.915710441,84000040,USA,5600.268488,14.53463663
Oregon,US,6/7/2020 3:53,44.572,-122.0709,4570,161,2237,2172,41,108.3519432,146159,819,3.52297593,84000041,USA,3465.341722,17.92122538
Pennsylvania,US,6/7/2020 3:53,40.5908,-77.2098,79505,5931,52560,21014,42,621.0363093,510828,,7.459908182,84000042,USA,3990.223707,
Puerto Rico,US,6/7/2020 3:53,18.2208,-66.5901,4915,142,,4773,72,167.5525532,4915,,2.889114954,630,PRI,167.5525532,
Rhode Island,US,6/7/2020 3:53,41.6809,-71.5118,15441,772,1336,13333,44,1457.576784,170739,1775,4.999676187,84000044,USA,16117.16875,11.49536947
South Carolina,US,6/7/2020 3:53,33.8569,-80.945,13453,539,7347,5567,45,261.288547,231299,1814,4.006541292,84000045,USA,4492.364501,13.48398127
South Dakota,US,6/7/2020 3:53,44.2998,-99.4388,5367,65,4273,1029,46,606.6744361,55458,474,1.2111049,84000046,USA,6268.856136,8.831749581
Tennessee,US,6/7/2020 3:53,35.7478,-86.6923,26177,417,17124,8636,47,383.3113639,491421,1923,1.59300149,84000047,USA,7195.906855,7.346143561
Texas,US,6/7/2020 3:53,31.0545,-97.5635,74470,1833,48895,23742,48,256.8295821,1093277,,2.46139385,84000048,USA,3770.456224,
Utah,US,6/7/2020 3:53,40.15,-111.8624,11798,121,6939,4738,49,368.0023257,235149,890,1.025597559,84000049,USA,7334.749863,7.543651466
Vermont,US,6/7/2020 3:53,44.0459,-72.7107,1046,55,888,103,50,167.6311602,40083,,5.258126195,84000050,USA,6423.67093,
Virgin Islands,US,6/7/2020 3:53,18.3358,-64.8963,71,6,62,3,78,66.1893575,2196,,8.450704225,850,VIR,2047.20886,
Virginia,US,6/7/2020 3:53,37.7693,-78.17,49397,1461,6382,41554,51,578.7228638,371131,7553,2.957669494,84000051,USA,4348.077721,15.29040225
Washington,US,6/7/2020 3:53,47.4009,-121.4905,23442,1153,,22289,53,307.8441155,390863,3639,4.91852231,84000053,USA,5132.8758,15.5234195
West Virginia,US,6/7/2020 3:53,38.4912,-80.9545,2136,84,1446,606,54,119.1866515,109723,,3.93258427,84000054,USA,6122.433037,
Wisconsin,US,6/7/2020 3:53,44.2685,-89.6165,20571,645,13770,6156,55,353.3058511,335373,2832,3.135481989,84000055,USA,5760.013767,13.76695348
Wyoming,US,6/7/2020 3:53,42.756,-107.3025,939,17,757,165,56,162.2436973,28508,90,1.810436635,84000056,USA,4925.711738,9.584664537
