Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,6/11/2020 3:33,32.3182,-86.9023,21989,744,13508,7737,1,448.4636007,273057,2129,3.383509937,84000001,USA,5568.972005,9.682113784
Alaska,US,6/11/2020 3:33,61.3707,-152.4044,592,11,392,189,2,80.92461844,67720,,1.858108108,84000002,USA,9257.120204,
American Samoa,US,6/11/2020 3:33,-14.271,-170.132,0,0,,0,60,0,174,,,16,ASM,312.7190381,
Arizona,US,6/11/2020 3:33,33.7298,-111.4312,29852,1101,5851,22900,4,410.1272243,299687,3476,3.688195096,84000004,USA,4117.305289,11.64411095
Arkansas,US,6/11/2020 3:33,34.9697,-92.3731,10368,165,7116,3087,5,343.5610795,176217,901,1.591435185,84000005,USA,5839.246021,8.690200617
California,US,6/11/2020 3:33,36.1162,-119.6816,139715,4854,,134861,6,353.5994419,2540798,,3.474215367,84000006,USA,6430.410154,
Colorado,US,6/11/2020 3:33,39.0598,-105.3111,28484,1572,4130,22782,8,494.622431,226094,5025,5.518887797,84000008,USA,3926.104617,17.64148294
Connecticut,US,6/11/2020 3:33,41.5978,-72.7554,44347,4120,7284,32943,9,1243.854983,316913,9669,9.290369134,84000009,USA,8888.849621,21.80305319
Delaware,US,6/11/2020 3:33,39.3185,-75.5071,10056,413,5939,3704,10,1032.693753,71745,,4.107000796,84000010,USA,7367.801644,
Diamond Princess,US,6/11/2020 3:33,,,49,0,,49,88888,,,,0,84088888,USA,,
District of Columbia,US,6/11/2020 3:33,38.8974,-77.0268,9537,499,1143,7895,11,1351.330289,58192,,5.232253329,84000011,USA,8245.424365,
Florida,US,6/11/2020 3:33,27.7663,-81.6868,67371,2801,,64570,12,313.6782986,1279023,11621,4.157575218,84000012,USA,5955.110634,17.24926155
Georgia,US,6/11/2020 3:33,33.0406,-83.6431,53980,2329,,51651,13,508.4096207,570955,8974,4.314560948,84000013,USA,5377.528992,16.62467581
Grand Princess,US,6/11/2020 3:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,6/11/2020 3:33,13.4443,144.7937,180,5,164,11,66,109.6030543,8282,,2.777777778,316,GUM,5042.958308,
Hawaii,US,6/11/2020 3:33,21.0943,-157.4983,685,17,621,47,15,48.38007956,56173,84,2.481751825,84000015,USA,3967.378407,12.26277372
Idaho,US,6/11/2020 3:33,44.2405,-114.4788,3260,85,2554,621,16,182.422016,59052,262,2.607361963,84000016,USA,3304.412542,8.036809816
Illinois,US,6/11/2020 3:33,40.3495,-88.9861,129837,6095,,123742,17,1024.612011,1100726,,4.694347528,84000017,USA,8686.407423,
Indiana,US,6/11/2020 3:33,39.8494,-86.2583,38337,2355,26791,9191,18,569.4556282,320094,6261,6.14289068,84000018,USA,4754.65816,16.33148134
Iowa,US,6/11/2020 3:33,42.0115,-93.2105,22626,631,13628,8367,19,717.1314741,202829,,2.788827013,84000019,USA,6428.668778,
Kansas,US,6/11/2020 3:33,38.5266,-96.7265,10750,240,657,9853,20,368.9955837,123742,954,2.23255814,84000020,USA,4247.465258,8.874418605
Kentucky,US,6/11/2020 3:33,37.6681,-84.6701,11883,484,3375,8024,21,265.9773891,274414,2396,4.073045527,84000021,USA,6142.213183,20.16325844
Louisiana,US,6/11/2020 3:33,31.1695,-91.8678,44030,2968,33904,7158,22,947.1273625,460120,,6.740858506,84000022,USA,9897.620759,
Maine,US,6/11/2020 3:33,44.6939,-69.3819,2637,100,2023,514,23,196.174413,63940,303,3.792188093,84000023,USA,4756.690165,11.49032992
Maryland,US,6/11/2020 3:33,39.0639,-76.8021,59465,2844,4310,52311,24,983.5948975,384642,9755,4.782645254,84000024,USA,6362.261979,16.40460775
Massachusetts,US,6/11/2020 3:33,42.2302,-71.5301,104156,7454,,96702,25,1511.149143,672090,10582,7.156572833,84000025,USA,9751.029488,10.15976036
Michigan,US,6/11/2020 3:33,43.3266,-84.5361,65182,5955,42041,17186,26,652.6778145,737335,,9.13595778,84000026,USA,7383.053547,
Minnesota,US,6/11/2020 3:33,45.6945,-93.9002,28869,1267,24675,2927,27,511.8951024,369795,3482,4.388790744,84000027,USA,6557.076774,12.06138072
Mississippi,US,6/11/2020 3:33,32.7416,-89.6787,18483,868,13356,4259,28,621.0374548,213885,2614,4.696207326,84000028,USA,7186.636153,14.14272575
Missouri,US,6/11/2020 3:33,38.4561,-92.2884,15512,851,,14661,29,252.7443092,251629,,5.486075297,84000029,USA,4099.909604,
Montana,US,6/11/2020 3:33,46.9219,-110.4544,561,18,487,56,30,52.4898529,54616,74,3.20855615,84000030,USA,5110.135126,13.19073084
Nebraska,US,6/11/2020 3:33,41.1254,-98.2681,16058,191,8820,7047,31,830.124772,125162,989,1.189438286,84000031,USA,6470.299957,6.158923901
Nevada,US,6/11/2020 3:33,38.3135,-117.0554,10218,449,557,9212,32,331.7364445,187323,,4.394206303,84000032,USA,6081.607555,
New Hampshire,US,6/11/2020 3:33,43.4525,-71.5639,5178,301,3501,1376,33,380.8162176,88647,496,5.813055234,84000033,USA,6519.547168,9.578988026
New Jersey,US,6/11/2020 3:33,40.2989,-74.521,165346,12377,28207,124762,34,1861.545407,1008934,18223,7.485515223,84000034,USA,11359.06798,11.02113145
New Mexico,US,6/11/2020 3:33,34.8405,-106.2485,9250,410,3699,5141,35,441.1423154,241657,1583,4.432432432,84000035,USA,11524.87876,17.11351351
New York,US,6/11/2020 3:33,42.1657,-74.9481,380156,30542,68019,281595,36,1954.171784,2668166,89995,8.034070224,84000036,USA,13715.56601,23.67317628
North Carolina,US,6/11/2020 3:33,35.6301,-79.8064,38473,1090,23653,13730,37,366.8258187,553650,,2.83315572,84000037,USA,5278.847881,
North Dakota,US,6/11/2020 3:33,47.5289,-99.784,2941,73,2482,386,38,385.9266044,81660,193,2.482148929,84000038,USA,10715.66355,6.562393744
Northern Mariana Islands,US,6/11/2020 3:33,15.0979,145.6739,30,2,19,9,69,54.40301755,7523,,6.666666667,580,MNP,13642.46337,
Ohio,US,6/11/2020 3:33,40.3888,-82.7649,39575,2459,,37116,39,338.5632769,501884,6693,6.213518636,84000039,USA,4293.606865,16.91219204
Oklahoma,US,6/11/2020 3:33,35.5653,-96.9289,7483,356,6166,961,40,189.109296,237297,1075,4.75745022,84000040,USA,5996.935535,14.36589603
Oregon,US,6/11/2020 3:33,44.572,-122.0709,5060,169,2332,2559,41,119.9695477,156758,857,3.339920949,84000041,USA,3716.637619,16.93675889
Pennsylvania,US,6/11/2020 3:33,40.5908,-77.2098,81316,6062,54560,20694,42,635.1825486,544430,,7.454867431,84000042,USA,4252.698546,
Puerto Rico,US,6/11/2020 3:33,18.2208,-66.5901,5329,143,,5186,72,181.6658303,5329,,2.683430287,630,PRI,181.6658303,
Rhode Island,US,6/11/2020 3:33,41.6809,-71.5118,15756,812,1406,13538,44,1487.311691,183622,1828,5.153592282,84000044,USA,17333.27921,11.60192942
South Carolina,US,6/11/2020 3:33,33.8569,-80.945,15759,575,7928,7256,45,306.07643,252532,1898,3.648708674,84000045,USA,4904.758742,12.04391142
South Dakota,US,6/11/2020 3:33,44.2998,-99.4388,5604,69,4573,962,46,633.4644196,60685,503,1.231263383,84000046,USA,6859.705265,8.97573162
Tennessee,US,6/11/2020 3:33,35.7478,-86.6923,27930,437,18516,8977,47,408.9806469,528827,1990,1.56462585,84000047,USA,7743.645132,7.124955245
Texas,US,6/11/2020 3:33,31.0545,-97.5635,80777,1905,52449,26423,48,278.5809474,1161087,,2.358344578,84000048,USA,4004.317027,
Utah,US,6/11/2020 3:33,40.15,-111.8624,12864,128,7587,5149,49,401.2529172,249760,954,0.995024876,84000049,USA,7790.495072,7.416044776
Vermont,US,6/11/2020 3:33,44.0459,-72.7107,1095,55,903,137,50,175.4838627,45742,,5.02283105,84000050,USA,7330.577943,
Virgin Islands,US,6/11/2020 3:33,18.3358,-64.8963,72,6,64,2,78,67.12160197,2241,,8.333333333,850,VIR,2089.159861,
Virginia,US,6/11/2020 3:33,37.7693,-78.17,52177,1514,6826,43837,51,611.2926466,398364,7981,2.901661652,84000051,USA,4667.132719,15.29601165
Washington,US,6/11/2020 3:33,47.4009,-121.4905,24354,1176,,23178,53,319.8206462,415054,3747,4.82877556,84000053,USA,5450.555904,15.38556295
West Virginia,US,6/11/2020 3:33,38.4912,-80.9545,2194,85,1485,624,54,122.4229932,117990,,3.87420237,84000054,USA,6583.723322,
Wisconsin,US,6/11/2020 3:33,44.2685,-89.6165,21593,671,14999,5923,55,370.8586478,378705,2943,3.107488538,84000055,USA,6504.238605,13.62941694
Wyoming,US,6/11/2020 3:33,42.756,-107.3025,980,18,804,158,56,169.3278204,30852,92,1.836734694,84000056,USA,5330.716239,9.387755102
