Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Missouri,US,6/18/2020 4:33,38.4561,-92.2884,17069,909,,16160,29,278.1132422,285002,,5.325443787,84000029,USA,4643.671584,
Montana,US,6/18/2020 4:33,46.9219,-110.4544,630,20,538,72,30,58.94582411,65515,78,3.174603175,84000030,USA,6129.897883,12.38095238
Nebraska,US,6/18/2020 4:33,41.1254,-98.2681,17231,234,10529,6468,31,890.7634791,142387,1116,1.358017527,84000031,USA,7360.753264,6.476698973
Nevada,US,6/18/2020 4:33,38.3135,-117.0554,11854,473,640,10741,32,384.8506374,227610,,3.990214274,84000032,USA,7389.560788,
New Hampshire,US,6/18/2020 4:33,43.4525,-71.5639,5436,330,4067,1039,33,399.7908379,100086,521,6.070640177,84000033,USA,7360.828882,9.584253127
New Jersey,US,6/18/2020 4:33,40.2989,-74.521,167703,12835,28966,125902,34,1888.081656,1147841,19010,7.65341109,84000034,USA,12922.95031,11.33551576
New Mexico,US,6/18/2020 4:33,34.8405,-106.2485,10065,452,4217,5396,35,480.0105302,271553,1698,4.490809737,84000035,USA,12950.65072,16.87034277
New York,US,6/18/2020 4:33,42.1657,-74.9481,385142,30939,69085,285118,36,1979.802053,3111119,89995,8.033141023,84000036,USA,15992.54245,23.36670631
North Carolina,US,6/18/2020 4:33,35.6301,-79.8064,46934,1181,29219,16534,37,447.4983229,667422,,2.516299484,84000037,USA,6363.621802,
North Dakota,US,6/18/2020 4:33,47.5289,-99.784,3166,74,2756,336,38,415.4517611,89674,201,2.337334176,84000038,USA,11767.28403,6.348704991
Northern Mariana Islands,US,6/18/2020 4:33,15.0979,145.6739,30,2,19,9,69,54.40301755,8169,,6.666666667,580,MNP,14813.94168,
Ohio,US,6/18/2020 4:33,40.3888,-82.7649,42422,2611,,39811,39,362.9193009,584563,7051,6.154825326,84000039,USA,5000.923938,16.62109283
Oklahoma,US,6/18/2020 4:33,35.5653,-96.9289,8904,364,6898,1642,40,225.0206029,265432,1146,4.088050314,84000040,USA,6707.959194,12.87061995
Oregon,US,6/18/2020 4:33,44.572,-122.0709,6218,183,2457,3578,41,147.4250291,184350,929,2.943068511,84000041,USA,4370.827294,14.94049534
Pennsylvania,US,6/18/2020 4:33,40.5908,-77.2098,84289,6319,59863,18107,42,658.4055025,612831,,7.496826395,84000042,USA,4786.998333,
Puerto Rico,US,6/18/2020 4:33,18.2208,-66.5901,6003,147,,5856,72,204.6425182,6003,,2.448775612,630,PRI,204.6425182,
Rhode Island,US,6/18/2020 4:33,41.6809,-71.5118,16213,876,1489,13848,44,1530.450904,206470,1898,5.403071609,84000044,USA,19490.05108,11.70665515
South Carolina,US,6/18/2020 4:33,33.8569,-80.945,20556,617,9734,10205,45,399.2453261,272754,2055,3.001556723,84000045,USA,5297.517011,9.997081144
South Dakota,US,6/18/2020 4:33,44.2998,-99.4388,6050,78,5143,829,46,683.8793253,68988,570,1.289256198,84000046,USA,7798.25899,9.421487603
Tennessee,US,6/18/2020 4:33,35.7478,-86.6923,32114,498,21282,10334,47,470.2472071,644573,2180,1.55072554,84000047,USA,9438.520676,6.788316622
Texas,US,6/18/2020 4:33,31.0545,-97.5635,97699,2089,62368,33242,48,336.9409607,1369638,,2.138199982,84000048,USA,4723.560564,
Utah,US,6/18/2020 4:33,40.15,-111.8624,15344,149,8552,6643,49,478.6088901,278692,1102,0.971063608,84000049,USA,8692.939833,7.181960375
Vermont,US,6/18/2020 4:33,44.0459,-72.7107,1130,55,915,160,50,181.0929359,53663,,4.867256637,84000050,USA,8599.991346,
Virgin Islands,US,6/18/2020 4:33,18.3358,-64.8963,73,6,64,3,78,68.05384644,2427,,8.219178082,850,VIR,2262.557333,
Virginia,US,6/18/2020 4:33,37.7693,-78.17,55775,1583,7429,46763,51,653.4459123,494341,8367,2.838189153,84000051,USA,5791.575181,15.00134469
Washington,US,6/18/2020 4:33,47.4009,-121.4905,26784,1226,,25558,53,351.7317972,480026,3915,4.577359618,84000053,USA,6303.778661,14.61693548
West Virginia,US,6/18/2020 4:33,38.4912,-80.9545,2376,88,1654,634,54,132.5784101,141370,,3.703703704,84000054,USA,7888.303805,
Wisconsin,US,6/18/2020 4:33,44.2685,-89.6165,23456,713,17613,5130,55,402.8555755,447190,3128,3.03973397,84000055,USA,7680.464905,13.33560709
Wyoming,US,6/18/2020 4:33,42.756,-107.3025,1114,18,862,234,56,192.4808081,35069,97,1.615798923,84000056,USA,6059.344218,8.707360862
