Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Ohio,US,6/16/2020 4:33,40.3888,-82.7649,41576,2575,,39001,39,355.681789,557168,6948,6.193477006,84000039,USA,4766.5603,16.71156436
Oklahoma,US,6/16/2020 4:33,35.5653,-96.9289,8417,359,6628,1430,40,212.7132092,251004,1117,4.265177617,84000040,USA,6343.33686,13.27076155
Oregon,US,6/16/2020 4:33,44.572,-122.0709,5820,180,2396,3244,41,137.9886892,173882,875,3.092783505,84000041,USA,4122.637329,15.03436426
Pennsylvania,US,6/16/2020 4:33,40.5908,-77.2098,83589,6243,58549,18797,42,652.9376021,593030,,7.468686071,84000042,USA,4632.327055,
Puerto Rico,US,6/16/2020 4:33,18.2208,-66.5901,5890,147,,5743,72,200.7903435,5890,,2.495755518,630,PRI,200.7903435,
Rhode Island,US,6/16/2020 4:33,41.6809,-71.5118,16093,851,1474,13768,44,1519.123321,200445,1882,5.288013422,84000044,USA,18921.312,11.69452557
South Carolina,US,6/16/2020 4:33,33.8569,-80.945,19378,602,8682,10094,45,376.3658265,255557,1988,3.10661575,84000045,USA,4963.511277,10.25905666
South Dakota,US,6/16/2020 4:33,44.2998,-99.4388,5928,75,4961,892,46,670.0887008,66395,544,1.265182186,84000046,USA,7505.151703,9.176788124
Tennessee,US,6/16/2020 4:33,35.7478,-86.6923,31004,482,20062,10460,47,453.9934112,629978,2106,1.554638111,84000047,USA,9224.805225,6.792671913
Texas,US,6/16/2020 4:33,31.0545,-97.5635,90211,2001,59089,29121,48,311.1166031,1314761,,2.218133044,84000048,USA,4534.302648,
Utah,US,6/16/2020 4:33,40.15,-111.8624,14608,143,8380,6085,49,455.6516336,272938,1041,0.978915663,84000049,USA,8513.461499,7.126232202
Vermont,US,6/16/2020 4:33,44.0459,-72.7107,1128,55,912,161,50,180.7724175,52557,,4.875886525,84000050,USA,8422.744632,
Virgin Islands,US,6/16/2020 4:33,18.3358,-64.8963,72,6,64,2,78,67.12160197,2378,,8.333333333,850,VIR,2216.877354,
Virginia,US,6/16/2020 4:33,37.7693,-78.17,54886,1552,7230,46104,51,643.0306113,478999,8132,2.82767919,84000051,USA,5611.832157,14.81616441
Washington,US,6/16/2020 4:33,47.4009,-121.4905,26158,1220,,24938,53,343.5110644,462602,3856,4.663965135,84000053,USA,6074.96389,14.74118816
West Virginia,US,6/16/2020 4:33,38.4912,-80.9545,2322,88,1585,649,54,129.5652645,131953,,3.789836348,84000054,USA,7362.844677,
Wisconsin,US,6/16/2020 4:33,44.2685,-89.6165,22932,694,16837,5401,55,393.8559029,426379,3061,3.026338741,84000055,USA,7323.037067,13.34815978
Wyoming,US,6/16/2020 4:33,42.756,-107.3025,1079,18,834,227,56,186.4333859,32606,93,1.668211307,84000056,USA,5633.778481,8.619091752
