Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Ohio,US,5/31/2020 2:32,40.3888,-82.7649,35033,2149,,32884,39,299.7065642,381947,6011,6.13421631,84000039,USA,3267.5484,17.15810807
Oklahoma,US,5/31/2020 2:32,35.5653,-96.9289,6418,334,5435,649,40,162.1947697,193118,982,5.204113431,84000040,USA,4880.450223,15.30071673
Oregon,US,5/31/2020 2:32,44.572,-122.0709,4185,153,2137,1895,41,99.22382548,126795,778,3.655913978,84000041,USA,3006.232963,18.59020311
Pennsylvania,US,5/31/2020 2:32,40.5908,-77.2098,75697,5537,47133,23027,42,591.2909314,447772,,7.314688825,84000042,USA,3497.675244,
Puerto Rico,US,5/31/2020 2:32,18.2208,-66.5901,3718,133,,3585,72,126.7467737,3718,,3.577192039,630,PRI,126.7467737,
Rhode Island,US,5/31/2020 2:32,41.6809,-71.5118,14819,711,1225,12883,44,1398.862144,150317,1682,4.797894595,84000044,USA,14189.40286,11.35029354
South Carolina,US,5/31/2020 2:32,33.8569,-80.945,11394,487,6459,4448,45,221.2979785,189519,1634,4.274179393,84000045,USA,3680.899735,14.34088117
South Dakota,US,5/31/2020 2:32,44.2998,-99.4388,4960,62,3805,1093,46,560.6680088,42938,427,1.25,84000046,USA,4853.621565,8.608870968
Tennessee,US,5/31/2020 2:32,35.7478,-86.6923,22566,364,15193,7009,47,330.4352767,427046,1732,1.613046176,84000047,USA,6253.259911,7.675263671
Texas,US,5/31/2020 2:32,31.0545,-97.5635,62675,1652,40068,20955,48,216.1513906,893275,,2.635819705,84000048,USA,3080.696186,
Utah,US,5/31/2020 2:32,40.15,-111.8624,9533,112,5995,3426,49,297.3526166,210105,763,1.174866254,84000049,USA,6553.579305,8.003776356
Vermont,US,5/31/2020 2:32,44.0459,-72.7107,977,55,865,57,50,156.5732729,32667,,5.629477994,84000050,USA,5235.188441,
Virgin Islands,US,5/31/2020 2:32,18.3358,-64.8963,69,6,61,2,78,64.32486855,1702,,8.695652174,850,VIR,1586.680091,
Virginia,US,5/31/2020 2:32,37.7693,-78.17,43611,1370,5745,36496,51,510.9355389,305512,7216,3.141409277,84000051,USA,3579.301973,16.54628419
Washington,US,5/31/2020 2:32,47.4009,-121.4905,21349,1118,,20231,53,280.3585027,348233,3455,5.23677924,84000053,USA,4573.051782,16.1834278
West Virginia,US,5/31/2020 2:32,38.4912,-80.9545,1989,75,1290,624,54,110.9841994,95890,,3.770739065,84000054,USA,5350.565551,
Wisconsin,US,5/31/2020 2:32,44.2685,-89.6165,18230,588,11338,6304,55,313.0992983,261138,2563,3.225452551,84000055,USA,4485.031518,14.05924301
Wyoming,US,5/31/2020 2:32,42.756,-107.3025,898,16,658,224,56,155.1595742,24083,85,1.781737194,84000056,USA,4161.144794,9.465478842
