Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,6/23/2020 4:33,32.3182,-86.9023,30454,841,15974,13639,1,621.1064849,349110,2471,2.761541998,84000001,USA,7120.065835,8.113876666
Alaska,US,6/23/2020 4:33,61.3707,-152.4044,758,12,491,255,2,103.6163189,90824,,1.583113456,84000002,USA,12415.36748,
American Samoa,US,6/23/2020 4:33,-14.271,-170.132,0,0,,0,60,0,174,,,16,ASM,312.7190381,
Arizona,US,6/23/2020 4:33,33.7298,-111.4312,54599,1351,7581,45667,4,750.1184618,429790,4185,2.474404293,84000004,USA,5904.749422,7.664975549
Arkansas,US,6/23/2020 4:33,34.9697,-92.3731,16083,227,10793,5063,5,532.9371954,256339,1164,1.411428216,84000005,USA,8494.222952,7.237455699
California,US,6/23/2020 4:33,36.1162,-119.6816,184765,5566,,179199,6,467.6147935,3411686,,3.012475306,84000006,USA,8634.507858,
Colorado,US,6/23/2020 4:33,39.0598,-105.3111,30689,1651,4328,24710,8,532.9120835,282772,5327,5.379777771,84000008,USA,4910.313652,17.35801101
Connecticut,US,6/23/2020 4:33,41.5978,-72.7554,45782,4263,7842,33677,9,1284.104197,397552,10099,9.311519811,84000009,USA,11150.63107,22.05888777
Delaware,US,6/23/2020 4:33,39.3185,-75.5071,10820,435,6459,3926,10,1111.152189,96723,,4.020332717,84000010,USA,9932.899553,
Diamond Princess,US,6/23/2020 4:33,,,49,0,,49,88888,,,,0,84088888,USA,,
District of Columbia,US,6/23/2020 4:33,38.8974,-77.0268,10058,535,1182,8341,11,1425.152568,82004,,5.319148936,84000011,USA,11619.42844,
Florida,US,6/23/2020 4:33,27.7663,-81.6868,100217,3173,,97044,12,466.6087493,1617487,13407,3.166129499,84000012,USA,7530.993605,13.37796981
Georgia,US,6/23/2020 4:33,33.0406,-83.6431,65928,2648,,63280,13,620.9416353,708026,9953,4.016502852,84000013,USA,6668.529642,15.09677224
Grand Princess,US,6/23/2020 4:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,6/23/2020 4:33,13.4443,144.7937,222,5,173,44,66,135.1771003,10404,,2.252252252,316,GUM,6335.056537,
Hawaii,US,6/23/2020 4:33,21.0943,-157.4983,816,17,651,148,15,57.63232835,68711,97,2.083333333,84000015,USA,4852.910433,11.8872549
Idaho,US,6/23/2020 4:33,44.2405,-114.4788,4256,89,3305,862,16,238.1558589,72968,283,2.091165414,84000016,USA,4083.119528,6.64943609
Illinois,US,6/23/2020 4:33,40.3495,-88.9861,137224,6671,,130553,17,1082.906711,1380003,,4.861394508,84000017,USA,10890.32902,
Indiana,US,6/23/2020 4:33,39.8494,-86.2583,42633,2553,31739,8341,18,633.2681691,418916,6819,5.988318908,84000018,USA,6222.554554,15.99465203
Iowa,US,6/23/2020 4:33,42.0115,-93.2105,26146,686,16240,9220,19,828.697937,258632,,2.623728295,84000019,USA,8197.345859,
Kansas,US,6/23/2020 4:33,38.5266,-96.7265,12428,258,722,11448,20,426.59322,155013,1056,2.075957515,84000020,USA,5320.847667,8.496942388
Kentucky,US,6/23/2020 4:33,37.6681,-84.6701,13839,526,3534,9779,21,309.7585701,322032,2532,3.800852663,84000021,USA,7208.047679,18.29611966
Louisiana,US,6/23/2020 4:33,31.1695,-91.8678,50239,3117,39792,7330,22,1080.688884,618064,,6.204343239,84000022,USA,13295.14709,
Maine,US,6/23/2020 4:33,44.6939,-69.3819,2971,102,2409,460,23,221.0216841,81004,336,3.433187479,84000023,USA,6026.132783,11.30932346
Maryland,US,6/23/2020 4:33,39.0639,-76.8021,64603,3074,4776,56753,24,1068.581202,474725,10572,4.758292959,84000024,USA,7852.301147,16.36456511
Massachusetts,US,6/23/2020 4:33,42.2302,-71.5301,107210,7873,,99337,25,1555.458155,780063,11094,7.343531387,84000025,USA,11317.55764,10.34791531
Michigan,US,6/23/2020 4:33,43.3266,-84.5361,67957,6097,49290,12570,26,680.4643343,918017,,8.971849846,84000026,USA,9192.251376,
Minnesota,US,6/23/2020 4:33,45.6945,-93.9002,33227,1416,29065,2746,27,589.1696479,513137,3830,4.261594486,84000027,USA,9098.767437,11.5267704
Mississippi,US,6/23/2020 4:33,32.7416,-89.6787,22329,978,17242,4109,28,750.2648557,253249,2881,4.379954319,84000028,USA,8509.284985,12.90250347
Missouri,US,6/23/2020 4:33,38.4561,-92.2884,18592,970,,17622,29,302.9281973,317374,,5.217297762,84000029,USA,5171.1238,
Montana,US,6/23/2020 4:33,46.9219,-110.4544,734,21,548,165,30,68.67656333,71305,90,2.861035422,84000030,USA,6671.638076,12.26158038
Nebraska,US,6/23/2020 4:33,41.1254,-98.2681,17963,249,11776,5938,31,928.6045136,156508,1212,1.386182709,84000031,USA,8090.744042,6.747202583
Nevada,US,6/23/2020 4:33,38.3135,-117.0554,13528,489,653,12386,32,439.1985341,244065,,3.614725015,84000032,USA,7923.786977,
New Hampshire,US,6/23/2020 4:33,43.4525,-71.5639,5558,339,4275,944,33,408.7633328,108862,553,6.099316301,84000033,USA,8006.260154,9.949622166
New Jersey,US,6/23/2020 4:33,40.2989,-74.521,169415,12974,29522,126919,34,1907.356181,1267399,19401,7.65811764,84000034,USA,14268.99222,11.45176047
New Mexico,US,6/23/2020 4:33,34.8405,-106.2485,10694,469,4684,5541,35,510.0082076,293431,1746,4.385636806,84000035,USA,13994.03576,16.32691229
New York,US,6/23/2020 4:33,42.1657,-74.9481,388488,31176,69710,287602,36,1997.001988,3452099,89995,8.0249583,84000036,USA,17745.33208,23.1654517
North Carolina,US,6/23/2020 4:33,35.6301,-79.8064,53964,1278,36921,15765,37,514.5267715,757345,,2.368245497,84000037,USA,7221.004332,
North Dakota,US,6/23/2020 4:33,47.5289,-99.784,3313,77,2952,284,38,434.7415302,97453,218,2.324177483,84000038,USA,12788.06711,6.580138847
Northern Mariana Islands,US,6/23/2020 4:33,15.0979,145.6739,30,2,19,9,69,54.40301755,8169,,6.666666667,580,MNP,14813.94168,
Ohio,US,6/23/2020 4:33,40.3888,-82.7649,45537,2704,,42833,39,389.5680591,659601,7292,5.938028416,84000039,USA,5642.87242,16.01335178
Oklahoma,US,6/23/2020 4:33,35.5653,-96.9289,10734,369,7648,2717,40,271.2680988,282658,1268,3.437674679,84000040,USA,7143.29218,11.81293087
Oregon,US,6/23/2020 4:33,44.572,-122.0709,7083,192,2588,4303,41,167.9336573,206628,969,2.710715798,84000041,USA,4899.025236,13.6806438
Pennsylvania,US,6/23/2020 4:33,40.5908,-77.2098,86576,6426,64105,16045,42,676.269914,667848,,7.422380336,84000042,USA,5216.751866,
Puerto Rico,US,6/23/2020 4:33,18.2208,-66.5901,6564,149,,6415,72,223.7670314,6564,,2.269957343,630,PRI,223.7670314,
Rhode Island,US,6/23/2020 4:33,41.6809,-71.5118,16459,903,1554,14002,44,1553.67245,218668,1950,5.486360046,84000044,USA,20641.49992,11.84762136
South Carolina,US,6/23/2020 4:33,33.8569,-80.945,25666,659,10790,14217,45,498.4934102,303880,2294,2.567599158,84000045,USA,5902.056319,8.937894491
South Dakota,US,6/23/2020 4:33,44.2998,-99.4388,6326,81,5437,808,46,715.077787,73329,616,1.280429972,84000046,USA,8288.956536,9.737590895
