Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Montana,US,5/29/2020 2:32,46.9219,-110.4544,485,17,445,23,30,45.37892808,36793,66,3.505154639,84000030,USA,3442.529693,13.60824742
Nebraska,US,5/29/2020 2:32,41.1254,-98.2681,13249,163,,13086,31,684.9123866,92980,,1.230281531,84000031,USA,4806.638517,
Nevada,US,5/29/2020 2:32,38.3135,-117.0554,8248,406,406,7436,32,267.778645,131190,,4.922405432,84000032,USA,4259.199859,
New Hampshire,US,5/29/2020 2:32,43.4525,-71.5639,4389,232,2691,1466,33,322.7891809,65596,426,5.285942128,84000033,USA,4824.260449,9.70608339
New Jersey,US,5/29/2020 2:32,40.2989,-74.521,157185,11409,25804,119972,34,1769.664914,685857,16778,7.258326176,84000034,USA,7721.710524,10.67404651
New Mexico,US,5/29/2020 2:32,34.8405,-106.2485,7364,335,2638,4391,35,351.1969741,179543,1282,4.549158066,84000035,USA,8562.596187,17.40901684
New York,US,5/29/2020 2:32,42.1657,-74.9481,366733,29529,64954,272250,36,1885.171563,1876789,78043,8.051906973,84000036,USA,9647.534454,21.28060469
North Carolina,US,5/29/2020 2:32,35.6301,-79.8064,25800,876,14954,9970,37,245.9934531,375192,,3.395348837,84000037,USA,3577.316886,
North Dakota,US,5/29/2020 2:32,47.5289,-99.784,2481,57,1793,631,38,325.5640617,68254,161,2.297460701,84000038,USA,8956.489105,6.489318823
Northern Mariana Islands,US,5/29/2020 2:32,15.0979,145.6739,22,2,13,7,69,39.89554621,5423,,9.090909091,580,MNP,9834.25214,
Ohio,US,5/29/2020 2:32,40.3888,-82.7649,33915,2098,,31817,39,290.1420982,360012,5811,6.186053369,84000039,USA,3079.894945,17.1340115
Oklahoma,US,5/29/2020 2:32,35.5653,-96.9289,6273,325,5236,712,40,158.5303506,182406,975,5.180934162,84000040,USA,4609.738105,15.54280249
Oregon,US,5/29/2020 2:32,44.572,-122.0709,4086,151,1981,1954,41,96.8765952,119647,768,3.695545766,84000041,USA,2836.758195,18.7958884
Pennsylvania,US,5/29/2020 2:32,40.5908,-77.2098,74220,5373,44826,24021,42,579.7536617,427846,,7.239288601,84000042,USA,3342.027555,
Puerto Rico,US,5/29/2020 2:32,18.2208,-66.5901,3486,131,,3355,72,118.8378841,3486,,3.757888698,630,PRI,118.8378841,
Rhode Island,US,5/29/2020 2:32,41.6809,-71.5118,14494,677,1186,12631,44,1368.183273,140365,1639,4.670898303,84000044,USA,13249.96861,11.3081275
South Carolina,US,5/29/2020 2:32,33.8569,-80.945,10788,470,6102,4216,45,209.5280491,182249,1618,4.356692621,84000045,USA,3539.699428,14.99814609
South Dakota,US,5/29/2020 2:32,44.2998,-99.4388,4793,54,3698,1041,46,541.7906787,39026,406,1.126643021,84000046,USA,4411.417281,8.470686418
Tennessee,US,5/29/2020 2:32,35.7478,-86.6923,21679,356,14632,6691,47,317.446883,415989,1689,1.642142165,84000047,USA,6091.351604,7.790949767
Texas,US,5/29/2020 2:32,31.0545,-97.5635,60395,1611,38905,19879,48,208.2882048,873218,,2.667439358,84000048,USA,3011.524292,
Utah,US,5/29/2020 2:32,40.15,-111.8624,8921,106,5623,3192,49,278.2631588,203507,734,1.1882076,84000049,USA,6347.774986,8.227777155
Vermont,US,5/29/2020 2:32,44.0459,-72.7107,974,55,855,64,50,156.0924952,31152,,5.646817248,84000050,USA,4992.395699,
Virgin Islands,US,5/29/2020 2:32,18.3358,-64.8963,69,6,61,2,78,64.32486855,1686,,8.695652174,850,VIR,1571.764179,
Virginia,US,5/29/2020 2:32,37.7693,-78.17,41401,1338,5472,34591,51,485.0437331,287281,6974,3.231805995,84000051,USA,3365.712149,16.84500374
Washington,US,5/29/2020 2:32,47.4009,-121.4905,20764,1106,,19658,53,272.6761886,335801,3394,5.326526681,84000053,USA,4409.792757,16.34559815
West Virginia,US,5/29/2020 2:32,38.4912,-80.9545,1935,74,1211,650,54,107.9710537,90315,,3.824289406,84000054,USA,5039.486158,
Wisconsin,US,5/29/2020 2:32,44.2685,-89.6165,16974,550,10384,6040,55,291.5275639,237693,2452,3.240249794,84000055,USA,4082.364867,14.44562272
Wyoming,US,5/29/2020 2:32,42.756,-107.3025,876,15,624,237,56,151.3583374,23160,82,1.712328767,84000056,USA,4001.665633,9.360730594
