Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,6/22/2020 4:33,32.3182,-86.9023,30021,839,15974,13208,1,612.2754903,344678,2460,2.794710369,84000001,USA,7029.675609,8.194264015
Alaska,US,6/22/2020 4:33,61.3707,-152.4044,752,12,475,265,2,102.7961369,88051,,1.595744681,84000002,USA,12036.30672,
American Samoa,US,6/22/2020 4:33,-14.271,-170.132,0,0,,0,60,0,174,,,16,ASM,312.7190381,
Arizona,US,6/22/2020 4:33,33.7298,-111.4312,52591,1349,7387,43855,4,722.5311823,419744,4161,2.565077675,84000004,USA,5766.730593,7.912000152
Arkansas,US,6/22/2020 4:33,34.9697,-92.3731,15561,225,10082,5254,5,515.6398494,242234,1152,1.445922499,84000005,USA,8026.830106,7.403123193
California,US,6/22/2020 4:33,36.1162,-119.6816,178546,5515,,173031,6,451.8753602,3319256,,3.088839851,84000006,USA,8400.580246,
Colorado,US,6/22/2020 4:33,39.0598,-105.3111,30524,1647,4309,24568,8,530.0468714,278386,5323,5.395754161,84000008,USA,4834.151105,17.43873673
Connecticut,US,6/22/2020 4:33,41.5978,-72.7554,45755,4260,7842,33653,9,1283.346895,395428,10099,9.310457873,84000009,USA,11091.05662,22.07190471
Delaware,US,6/22/2020 4:33,39.3185,-75.5071,10775,435,6459,3881,10,1106.530946,94974,,4.03712297,84000010,USA,9753.287244,
Diamond Princess,US,6/22/2020 4:33,,,49,0,,49,88888,,,,0,84088888,USA,,
District of Columbia,US,6/22/2020 4:33,38.8974,-77.0268,10020,533,1172,8315,11,1419.768218,79522,,5.319361277,84000011,USA,11267.74533,
Florida,US,6/22/2020 4:33,27.7663,-81.6868,97291,3161,,94130,12,452.9853401,1599296,13325,3.249015839,84000012,USA,7446.2966,13.69602533
Georgia,US,6/22/2020 4:33,33.0406,-83.6431,64701,2643,,62058,13,609.3851587,694384,9837,4.084944591,84000013,USA,6540.04272,15.20378356
Grand Princess,US,6/22/2020 4:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,6/22/2020 4:33,13.4443,144.7937,222,5,173,44,66,135.1771003,10010,,2.252252252,316,GUM,6095.147629,
Hawaii,US,6/22/2020 4:33,21.0943,-157.4983,814,17,644,153,15,57.49107264,67860,96,2.088452088,84000015,USA,4792.806129,11.79361179
