Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Massachusetts,US,6/27/2020 4:33,42.2302,-71.5301,108070,8012,,100058,25,1567.93548,814085,11291,7.413713334,84000025,USA,11811.16642,10.44785787
Michigan,US,6/27/2020 4:33,43.3266,-84.5361,69329,6134,49290,13905,26,694.2023902,981706,,8.847668364,84000026,USA,9829.979542,
Minnesota,US,6/27/2020 4:33,45.6945,-93.9002,34616,1446,30008,3162,27,613.7989145,557278,3966,4.177259071,84000027,USA,9881.460351,11.45712965
Mississippi,US,6/27/2020 4:33,32.7416,-89.6787,25066,1022,17242,6802,28,842.2293373,271894,3044,4.077236097,84000028,USA,9135.765716,12.14394
Missouri,US,6/27/2020 4:33,38.4561,-92.2884,20216,997,,19219,29,329.3887928,348618,,4.931737238,84000029,USA,5680.196982,
Montana,US,6/27/2020 4:33,46.9219,-110.4544,829,22,589,218,30,77.56521934,80161,95,2.653799759,84000030,USA,7500.247947,11.45958987
Nebraska,US,6/27/2020 4:33,41.1254,-98.2681,18524,266,12314,5944,31,957.6056344,165002,1294,1.435974951,84000031,USA,8529.84479,6.985532282
Nevada,US,6/27/2020 4:33,38.3135,-117.0554,15240,498,684,14058,32,494.7801345,258662,,3.267716535,84000032,USA,8397.691545,
New Hampshire,US,6/27/2020 4:33,43.4525,-71.5639,5671,365,4381,925,33,417.0739223,114768,561,6.436254629,84000033,USA,8440.617161,9.892435197
New Jersey,US,6/27/2020 4:33,40.2989,-74.521,170584,14914,29855,125815,34,1920.51735,1346672,19752,8.74290672,84000034,USA,15161.48607,11.5790461
New Mexico,US,6/27/2020 4:33,34.8405,-106.2485,11408,489,5047,5872,35,544.0596253,314670,1811,4.286465638,84000035,USA,15006.9462,15.87482468
New York,US,6/27/2020 4:33,42.1657,-74.9481,391220,31342,70010,289868,36,2011.04569,3681317,89995,8.011349113,84000036,USA,18923.61506,23.00368079
North Carolina,US,6/27/2020 4:33,35.6301,-79.8064,59158,1348,36921,20889,37,564.0496396,836725,,2.278643632,84000037,USA,7977.863259,
North Dakota,US,6/27/2020 4:33,47.5289,-99.784,3421,78,3090,253,38,448.9136055,100886,222,2.280035077,84000038,USA,13238.55539,6.489330605
Northern Mariana Islands,US,6/27/2020 4:33,15.0979,145.6739,30,2,19,9,69,54.40301755,8217,,6.666666667,580,MNP,14900.98651,
Ohio,US,6/27/2020 4:33,40.3888,-82.7649,48638,2788,,45850,39,416.0970477,721552,7570,5.732143591,84000039,USA,6172.861897,15.56396233
Oklahoma,US,6/27/2020 4:33,35.5653,-96.9289,12347,377,8817,3153,40,312.031602,310777,1393,3.053373289,84000040,USA,7853.911489,11.28209282
Oregon,US,6/27/2020 4:33,44.572,-122.0709,7818,202,2649,4967,41,185.3600639,216868,1022,2.583781018,84000041,USA,5141.809458,13.07239703
Pennsylvania,US,6/27/2020 4:33,40.5908,-77.2098,88860,6579,65808,16473,42,694.1108917,719081,,7.403781229,84000042,USA,5616.947492,
Puerto Rico,US,6/27/2020 4:33,18.2208,-66.5901,6922,151,,6771,72,235.9712662,6922,,2.181450448,630,PRI,235.9712662,
Rhode Island,US,6/27/2020 4:33,41.6809,-71.5118,16661,927,1600,14134,44,1572.740548,230508,1984,5.563891723,84000044,USA,21759.15481,11.90804874
South Carolina,US,6/27/2020 4:33,33.8569,-80.945,30335,694,13456,16185,45,589.1762487,334671,2622,2.287786385,84000045,USA,6500.089148,8.643481127
South Dakota,US,6/27/2020 4:33,44.2998,-99.4388,6535,88,5652,795,46,738.7027092,77015,639,1.346595256,84000046,USA,8705.614254,9.778117827
Tennessee,US,6/27/2020 4:33,35.7478,-86.6923,39444,577,25753,13114,47,577.5808319,742032,2498,1.462833384,84000047,USA,10865.61859,6.333029105
Texas,US,6/27/2020 4:33,31.0545,-97.5635,140173,2354,76282,61537,48,483.4238353,1697334,,1.67935337,84000048,USA,5853.70729,
Utah,US,6/27/2020 4:33,40.15,-111.8624,20050,166,11097,8787,49,625.3980869,317568,1321,0.827930175,84000049,USA,9905.557091,6.588528678
Vermont,US,6/27/2020 4:33,44.0459,-72.7107,1198,56,941,201,50,191.9905639,61589,,4.674457429,84000050,USA,9870.206045,
Virgin Islands,US,6/27/2020 4:33,18.3358,-64.8963,81,6,67,8,78,75.51180222,2786,,7.407407407,850,VIR,2597.233098,
Virginia,US,6/27/2020 4:33,37.7693,-78.17,60570,1700,7868,51002,51,709.6229298,606463,8722,2.806669969,84000051,USA,7105.168414,14.39986792
Washington,US,6/27/2020 4:33,47.4009,-121.4905,30855,1304,,29551,53,405.1928241,505795,4106,4.226219413,84000053,USA,6642.181315,13.30740561
West Virginia,US,6/27/2020 4:33,38.4912,-80.9545,2730,92,1907,731,54,152.3312541,161957,,3.36996337,84000054,USA,9037.037698,
Wisconsin,US,6/27/2020 4:33,44.2685,-89.6165,26747,766,21174,4807,55,459.3783287,536836,3351,2.863872584,84000055,USA,9220.130275,12.52850787
Wyoming,US,6/27/2020 4:33,42.756,-107.3025,1368,20,1033,315,56,236.3678146,31774,112,1.461988304,84000056,USA,5490.022617,8.187134503
