Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,6/2/2020 2:33,32.3182,-86.9023,18630,646,9355,8629,1,379.9571095,223523,1856,3.467525497,84000001,USA,4558.730703,9.962426194
Alaska,US,6/2/2020 2:33,61.3707,-152.4044,466,10,368,88,2,63.70079763,54190,,2.145922747,84000002,USA,7407.609921,
American Samoa,US,6/2/2020 2:33,-14.271,-170.132,0,0,,0,60,0,174,,,16,ASM,312.7190381,
Arizona,US,6/2/2020 2:33,33.7298,-111.4312,20129,918,4869,14342,4,276.5459902,228070,3018,4.560584232,84000004,USA,3133.381886,14.99329326
Arkansas,US,6/2/2020 2:33,34.9697,-92.3731,7443,133,5401,1909,5,246.6362958,133236,711,1.786913879,84000005,USA,4414.998456,9.552599758
California,US,6/2/2020 2:33,36.1162,-119.6816,114733,4217,,110516,6,290.3734371,2012583,,3.675490051,84000006,USA,5093.570665,
Colorado,US,6/2/2020 2:33,39.0598,-105.3111,26563,1458,3919,21186,8,461.2644164,186376,4347,5.488837857,84000008,USA,3236.404655,16.36486843
Connecticut,US,6/2/2020 2:33,41.5978,-72.7554,42740,3970,7511,31259,9,1198.781473,261390,13793,9.288722508,84000009,USA,7331.527588,32.27187646
Delaware,US,6/2/2020 2:33,39.3185,-75.5071,9605,368,5353,3884,10,986.3786297,62447,,3.831337845,84000010,USA,6412.95016,
Diamond Princess,US,6/2/2020 2:33,,,49,0,,49,88888,,,,0,84088888,USA,,
District of Columbia,US,6/2/2020 2:33,38.8974,-77.0268,8857,468,1126,7263,11,1254.978753,47263,,5.283956193,84000011,USA,6696.856815,
Florida,US,6/2/2020 2:33,27.7663,-81.6868,56830,2460,,54370,12,264.5995712,1040400,10494,4.32869963,84000012,USA,4844.085762,18.46559916
Georgia,US,6/2/2020 2:33,33.0406,-83.6431,47902,2094,,45808,13,451.1640913,471631,8127,4.371424993,84000013,USA,4442.047755,16.96588869
Grand Princess,US,6/2/2020 2:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,6/2/2020 2:33,13.4443,144.7937,175,5,145,25,66,106.558525,6316,,2.857142857,316,GUM,3845.849393,
Hawaii,US,6/2/2020 2:33,21.0943,-157.4983,652,17,608,27,15,46.04936039,48487,83,2.607361963,84000015,USA,3424.532726,12.73006135
Idaho,US,6/2/2020 2:33,44.2405,-114.4788,2839,82,2248,509,16,158.8638354,46697,242,2.888340965,84000016,USA,2613.055485,8.524128214
Illinois,US,6/2/2020 2:33,40.3495,-88.9861,121234,5412,,115822,17,956.7212163,918273,,4.464094231,84000017,USA,7246.5749,
Indiana,US,6/2/2020 2:33,39.8494,-86.2583,34830,2143,22224,10463,18,517.3628487,265896,5860,6.152741889,84000018,USA,3949.604135,16.82457651
