Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,6/20/2020 4:33,32.3182,-86.9023,29002,822,15974,12206,1,591.4930805,331325,2416,2.834287291,84000001,USA,6757.342421,8.330459968
Alaska,US,6/20/2020 4:33,61.3707,-152.4044,720,12,457,251,2,98.42183324,83631,,1.666666667,84000002,USA,11432.10602,
American Samoa,US,6/20/2020 4:33,-14.271,-170.132,0,0,,0,60,0,174,,,16,ASM,312.7190381,
Arizona,US,6/20/2020 4:33,33.7298,-111.4312,46910,1321,7018,38571,4,644.4817129,392216,4049,2.816030697,84000004,USA,5388.532072,8.631421872
Arkansas,US,6/20/2020 4:33,34.9697,-92.3731,14631,214,9712,4705,5,484.8227387,234772,1100,1.462647803,84000005,USA,7779.564213,7.518283098
California,US,6/20/2020 4:33,36.1162,-119.6816,170862,5426,,165436,6,432.4282134,3155702,,3.17566223,84000006,USA,7986.647575,
Colorado,US,6/20/2020 4:33,39.0598,-105.3111,30172,1643,4280,24249,8,523.9344189,264446,5308,5.445446109,84000008,USA,4592.084096,17.59246984
Connecticut,US,6/20/2020 4:33,41.5978,-72.7554,45557,4238,7842,33477,9,1277.793345,379878,10099,9.302631868,84000009,USA,10654.9066,22.1678337
Delaware,US,6/20/2020 4:33,39.3185,-75.5071,10611,433,6395,3783,10,1089.689083,90434,,4.080671002,84000010,USA,9287.05518,
Diamond Princess,US,6/20/2020 4:33,,,49,0,,49,88888,,,,0,84088888,USA,,
District of Columbia,US,6/20/2020 4:33,38.8974,-77.0268,9952,530,1162,8260,11,1410.133064,73791,,5.325562701,84000011,USA,10455.70026,
Florida,US,6/20/2020 4:33,27.7663,-81.6868,89748,3104,,86644,12,417.8652527,1532871,13062,3.458572893,84000012,USA,7137.022862,14.55408477
Georgia,US,6/20/2020 4:33,33.0406,-83.6431,62009,2636,,59373,13,584.0306071,670306,9772,4.250995823,84000013,USA,6313.264528,15.75900273
Grand Princess,US,6/20/2020 4:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,6/20/2020 4:33,13.4443,144.7937,200,5,173,22,66,121.7811714,9715,,2.5,316,GUM,5915.520401,
Hawaii,US,6/20/2020 4:33,21.0943,-157.4983,789,17,640,132,15,55.72537631,65744,95,2.154626109,84000015,USA,4643.357592,12.04055767
Idaho,US,6/20/2020 4:33,44.2405,-114.4788,3871,89,3088,694,16,216.6121546,69545,278,2.299147507,84000016,USA,3891.576412,7.18160682
Illinois,US,6/20/2020 4:33,40.3495,-88.9861,135470,6580,,128890,17,1069.064975,1312003,,4.857163948,84000017,USA,10353.70528,
Indiana,US,6/20/2020 4:33,39.8494,-86.2583,41746,2516,30760,8470,18,620.0927213,392887,6731,6.026924735,84000018,USA,5835.921262,16.12370047
Iowa,US,6/20/2020 4:33,42.0115,-93.2105,25274,681,15816,8777,19,801.0598814,246649,,2.694468624,84000019,USA,7817.54446,
Kansas,US,6/20/2020 4:33,38.5266,-96.7265,12021,253,715,11053,20,412.6228755,147649,1035,2.104650195,84000020,USA,5068.077111,8.609932618
Kentucky,US,6/20/2020 4:33,37.6681,-84.6701,13454,522,3516,9416,21,301.1411086,311227,2494,3.879887022,84000021,USA,6966.199182,18.537238
Louisiana,US,6/20/2020 4:33,31.1695,-91.8678,48515,3084,37017,8414,22,1043.603997,590909,,6.356796867,84000022,USA,12711.01709,
Maine,US,6/20/2020 4:33,44.6939,-69.3819,2913,102,2323,488,23,216.7068885,77161,328,3.501544799,84000023,USA,5740.240379,11.25986955
Maryland,US,6/20/2020 4:33,39.0639,-76.8021,63548,3030,4685,55833,24,1051.130725,453669,10447,4.768049349,84000024,USA,7504.019399,16.43954176
Massachusetts,US,6/20/2020 4:33,42.2302,-71.5301,106650,7799,,98851,25,1547.333385,750807,11036,7.31270511,84000025,USA,10893.09646,10.34786685
Michigan,US,6/20/2020 4:33,43.3266,-84.5361,67097,6067,44964,16066,26,671.8530164,879928,,9.042133031,84000026,USA,8810.860113,
Minnesota,US,6/20/2020 4:33,45.6945,-93.9002,32031,1393,27709,2929,27,567.9625905,475152,3748,4.348911992,84000027,USA,8425.230582,11.7011645
