Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,6/29/2020 4:33,32.3182,-86.9023,35441,919,18866,15656,1,722.815884,386280,2703,2.593041957,84000001,USA,7878.144512,7.626759967
Alaska,US,6/29/2020 4:33,61.3707,-152.4044,880,14,521,345,2,120.2933517,108300,,1.590909091,84000002,USA,14804.28408,
American Samoa,US,6/29/2020 4:33,-14.271,-170.132,0,0,,0,60,0,696,,,16,ASM,1250.876152,
Arizona,US,6/29/2020 4:33,33.7298,-111.4312,73920,1594,8926,63400,4,1015.563595,509896,4617,2.156385281,84000004,USA,7005.300522,6.245941558
Arkansas,US,6/29/2020 4:33,34.9697,-92.3731,19818,264,13270,6284,5,656.7026884,291222,1373,1.332122313,84000005,USA,9650.129697,6.928045211
California,US,6/29/2020 4:33,36.1162,-119.6816,215296,5932,,209364,6,544.8845538,3955952,,2.755276457,84000006,USA,10011.97022,
Colorado,US,6/29/2020 4:33,39.0598,-105.3111,32290,1676,4442,26172,8,560.7133232,313711,5399,5.190461443,84000008,USA,5447.566966,16.72034686
Connecticut,US,6/29/2020 4:33,41.5978,-72.7554,46303,4316,8053,33934,9,1298.717326,438623,10268,9.321210289,84000009,USA,12302.60004,22.17566896
Delaware,US,6/29/2020 4:33,39.3185,-75.5071,11226,507,6665,4054,10,1152.846069,106346,,4.516301443,84000010,USA,10921.12668,
Diamond Princess,US,6/29/2020 4:33,,,49,0,,49,88888,,,,0,84088888,USA,,
District of Columbia,US,6/29/2020 4:33,38.8974,-77.0268,10248,550,1199,8499,11,1452.074321,93132,,5.366900859,84000011,USA,13196.19298,
Florida,US,6/29/2020 4:33,27.7663,-81.6868,141075,3419,,137656,12,656.8429439,1881897,14540,2.423533581,84000012,USA,8762.082337,10.30657452
Georgia,US,6/29/2020 4:33,33.0406,-83.6431,77210,2778,,74432,13,727.2009413,806938,10711,3.597979536,84000013,USA,7600.130465,13.87255537
Grand Princess,US,6/29/2020 4:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,
Guam,US,6/29/2020 4:33,13.4443,144.7937,247,5,179,63,66,150.3997467,12378,,2.024291498,316,GUM,7537.036699,
Hawaii,US,6/29/2020 4:33,21.0943,-157.4983,899,18,714,167,15,63.49444018,75478,110,2.002224694,84000015,USA,5330.849116,12.23581758
Idaho,US,6/29/2020 4:33,44.2405,-114.4788,5322,91,3898,1333,16,297.806739,86345,312,1.709883502,84000016,USA,4831.665328,5.862457723
Illinois,US,6/29/2020 4:33,40.3495,-88.9861,141723,6888,,134835,17,1118.410685,1546031,,4.860185009,84000017,USA,12200.54324,
Indiana,US,6/29/2020 4:33,39.8494,-86.2583,44930,2619,33935,8376,18,667.3876771,470535,7003,5.829067438,84000018,USA,6989.300259,15.58646784
Iowa,US,6/29/2020 4:33,42.0115,-93.2105,28520,706,17620,10194,19,903.9419094,295915,,2.47545582,84000019,USA,9379.03121,
Kansas,US,6/29/2020 4:33,38.5266,-96.7265,13847,269,779,12799,20,475.300637,167859,1128,1.94265906,84000020,USA,5761.788808,8.146168845
Kentucky,US,6/29/2020 4:33,37.6681,-84.6701,15232,558,3730,10944,21,340.9381125,358491,2590,3.663340336,84000021,USA,8024.11009,17.00367647
Louisiana,US,6/29/2020 4:33,31.1695,-91.8678,56236,3199,39792,13245,22,1209.690083,696111,,5.688526922,84000022,USA,14974.01261,
Maine,US,6/29/2020 4:33,44.6939,-69.3819,3191,104,2577,510,23,237.3881501,93495,346,3.259166406,84000023,USA,6955.376087,10.84299593
Maryland,US,6/29/2020 4:33,39.0639,-76.8021,66777,3168,4976,58633,24,1104.540763,519473,10793,4.744148434,84000024,USA,8592.466025,16.16275065
Massachusetts,US,6/29/2020 4:33,42.2302,-71.5301,108667,8059,,100608,25,1576.597065,835794,11319,7.41623492,84000025,USA,12126.13183,10.41622572
Michigan,US,6/29/2020 4:33,43.3266,-84.5361,69946,6157,51099,12690,26,700.3805101,1016679,,8.802504789,84000026,USA,10180.1698,
Minnesota,US,6/29/2020 4:33,45.6945,-93.9002,35549,1460,30809,3280,27,630.3425472,585417,4010,4.107007229,84000027,USA,10380.41135,11.28020479
Mississippi,US,6/29/2020 4:33,32.7416,-89.6787,25892,1039,17242,7611,28,869.9833241,280188,3102,4.012822493,84000028,USA,9414.448,11.98053453
Missouri,US,6/29/2020 4:33,38.4561,-92.2884,20689,1004,,19685,29,337.0956042,361173,,4.852820339,84000029,USA,5884.761499,
Montana,US,6/29/2020 4:33,46.9219,-110.4544,863,22,604,237,30,80.74642255,82474,97,2.549246813,84000030,USA,7716.66333,11.23986095
Nebraska,US,6/29/2020 4:33,41.1254,-98.2681,18899,267,13053,5579,31,976.9914103,172798,1315,1.412773163,84000031,USA,8932.862147,6.958040108
Nevada,US,6/29/2020 4:33,38.3135,-117.0554,17160,500,684,15976,32,557.1146396,267580,,2.913752914,84000032,USA,8687.222335,
New Hampshire,US,6/29/2020 4:33,43.4525,-71.5639,5747,367,4401,979,33,422.6633454,116109,562,6.385940491,84000033,USA,8539.241059,9.779015138
New Jersey,US,6/29/2020 4:33,40.2989,-74.521,171182,14975,30092,126115,34,1927.249924,1387833,19841,8.747999206,84000034,USA,15624.89656,11.5905878
New Mexico,US,6/29/2020 4:33,34.8405,-106.2485,11809,492,5251,6066,35,563.1837408,322959,1851,4.166313828,84000035,USA,15402.25741,15.67448556
New York,US,6/29/2020 4:33,42.1657,-74.9481,392539,31397,70010,291132,36,2017.825939,3816485,89995,7.998440919,84000036,USA,19618.43901,22.92638438
North Carolina,US,6/29/2020 4:33,35.6301,-79.8064,62248,1352,36921,23975,37,593.5116462,871905,,2.171957332,84000037,USA,8313.291541,
North Dakota,US,6/29/2020 4:33,47.5289,-99.784,3495,79,3139,277,38,458.6241015,103925,226,2.26037196,84000038,USA,13637.34184,6.466380544
Northern Mariana Islands,US,6/29/2020 4:33,15.0979,145.6739,30,2,19,9,69,54.40301755,8217,,6.666666667,580,MNP,14900.98651,
Ohio,US,6/29/2020 4:33,40.3888,-82.7649,50309,2807,,47502,39,430.3924169,756765,7681,5.579518575,84000039,USA,6474.108357,15.26764595
Oklahoma,US,6/29/2020 4:33,35.5653,-96.9289,12947,385,9397,3165,40,327.1947154,326015,1456,2.973661852,84000040,USA,8239.004026,11.24584846
Oregon,US,6/29/2020 4:33,44.572,-122.0709,8341,202,2649,5490,41,197.7600784,217391,1022,2.42177197,84000041,USA,5154.209473,12.25272749
Pennsylvania,US,6/29/2020 4:33,40.5908,-77.2098,89863,6606,66686,16571,42,701.9456117,742982,,7.351190145,84000042,USA,5803.645043,
Puerto Rico,US,6/29/2020 4:33,18.2208,-66.5901,7189,153,,7036,72,245.0733072,7189,,2.128251495,630,PRI,245.0733072,
Rhode Island,US,6/29/2020 4:33,41.6809,-71.5118,16661,927,1600,14134,44,1572.740548,230508,1984,5.563891723,84000044,USA,21759.15481,11.90804874
South Carolina,US,6/29/2020 4:33,33.8569,-80.945,33320,716,13456,19148,45,647.1518907,359802,2622,2.148859544,84000045,USA,6988.191614,7.869147659
South Dakota,US,6/29/2020 4:33,44.2998,-99.4388,6681,91,5752,838,46,755.2062433,78893,652,1.362071546,84000046,USA,8917.899439,9.759018111
Tennessee,US,6/29/2020 4:33,35.7478,-86.6923,40172,584,26159,13429,47,588.2409791,748553,2564,1.45374888,84000047,USA,10961.10598,6.382555013
Texas,US,6/29/2020 4:33,31.0545,-97.5635,150152,2402,79974,67776,48,517.8390682,1775219,,1.599712292,84000048,USA,6122.314407,
Utah,US,6/29/2020 4:33,40.15,-111.8624,21100,167,11931,9002,49,658.1496077,328449,1396,0.791469194,84000049,USA,10244.95642,6.616113744
Vermont,US,6/29/2020 4:33,44.0459,-72.7107,1202,56,946,200,50,192.6316009,63865,,4.65890183,84000050,USA,10234.95606,
Virgin Islands,US,6/29/2020 4:33,18.3358,-64.8963,81,6,71,4,78,75.51180222,2827,,7.407407407,850,VIR,2635.455122,
Virginia,US,6/29/2020 4:33,37.7693,-78.17,61736,1732,8005,51999,51,723.2834934,628328,8823,2.805494363,84000051,USA,7361.333271,14.29149929
Washington,US,6/29/2020 4:33,47.4009,-121.4905,31752,1310,,30442,53,416.9723724,525802,4240,4.125724364,84000053,USA,6904.916458,13.35348954
West Virginia,US,6/29/2020 4:33,38.4912,-80.9545,2832,93,2062,677,54,158.0227515,166508,,3.283898305,84000054,USA,9290.978921,
Wisconsin,US,6/29/2020 4:33,44.2685,-89.6165,27743,777,21953,5013,55,476.4845767,552454,3393,2.800706485,84000055,USA,9488.36861,12.2301121
Wyoming,US,6/29/2020 4:33,42.756,-107.3025,1417,20,1057,340,56,244.8342056,31823,112,1.411432604,84000056,USA,5498.489008,7.904022583
